ts_code,exchange,name,per_unit,opt_code,opt_type,call_put,exercise_type,exercise_price,s_month,maturity_date,list_price,list_date,delist_date,last_edate,last_ddate,quote_unit,min_price_chg
IO2503-P-4250.CFX,CFFEX,沪深300指数期权2503认沽4250,100.0,OP000300.SH,指数期权,P,欧式,4250.0,202503,20250321,394.4,20241223,20250321,20250321,,指数点,0.2
IO2503-P-3900.CFX,CFFEX,沪深300指数期权2503认沽3900,100.0,OP000300.SH,指数期权,P,欧式,3900.0,202503,20250321,590.2,20240318,20250321,20250321,,指数点,0.2
MO2503-P-5500.CFX,CFFEX,中证1000指数期权2503认沽5500,100.0,OP000852.SH,指数期权,P,欧式,5500.0,202503,20250321,136.6,20241224,20250321,20250321,,指数点,0.2
HO2503-P-3200.CFX,CFFEX,上证50指数期权2503认沽3200,100.0,OP000016.SH,指数期权,P,欧式,3200.0,202503,20250321,619.0,20241009,20250321,20250321,,指数点,0.2
HO2503-C-2750.CFX,CFFEX,上证50指数期权2503认购2750,100.0,OP000016.SH,指数期权,C,欧式,2750.0,202503,20250321,75.8,20241223,20250321,20250321,,指数点,0.2
IO2503-C-3350.CFX,CFFEX,沪深300指数期权2503认购3350,100.0,OP000300.SH,指数期权,C,欧式,3350.0,202503,20250321,448.4,20250106,20250321,20250321,,指数点,0.2
MO2503-C-6100.CFX,CFFEX,中证1000指数期权2503认购6100,100.0,OP000852.SH,指数期权,C,欧式,6100.0,202503,20250321,348.0,20241223,20250321,20250321,,指数点,0.2
HO2503-C-2950.CFX,CFFEX,上证50指数期权2503认购2950,100.0,OP000016.SH,指数期权,C,欧式,2950.0,202503,20250321,36.8,20241223,20250321,20250321,,指数点,0.2
MO2503-P-5800.CFX,CFFEX,中证1000指数期权2503认沽5800,100.0,OP000852.SH,指数期权,P,欧式,5800.0,202503,20250321,954.0,20240318,20250321,20250321,,指数点,0.2
MO2503-C-7400.CFX,CFFEX,中证1000指数期权2503认购7400,100.0,OP000852.SH,指数期权,C,欧式,7400.0,202503,20250321,194.0,20241112,20250321,20250321,,指数点,0.2
IO2503-P-3200.CFX,CFFEX,沪深300指数期权2503认沽3200,100.0,OP000300.SH,指数期权,P,欧式,3200.0,202503,20250321,175.2,20240318,20250321,20250321,,指数点,0.2
HO2503-P-2600.CFX,CFFEX,上证50指数期权2503认沽2600,100.0,OP000016.SH,指数期权,P,欧式,2600.0,202503,20250321,351.0,20240318,20250321,20250321,,指数点,0.2
HO2503-P-2475.CFX,CFFEX,上证50指数期权2503认沽2475,100.0,OP000016.SH,指数期权,P,欧式,2475.0,202503,20250321,37.2,20241223,20250321,20250321,,指数点,0.2
MO2503-P-6800.CFX,CFFEX,中证1000指数期权2503认沽6800,100.0,OP000852.SH,指数期权,P,欧式,6800.0,202503,20250321,1353.0,20241009,20250321,20250321,,指数点,0.2
IO2503-C-3000.CFX,CFFEX,沪深300指数期权2503认购3000,100.0,OP000300.SH,指数期权,C,欧式,3000.0,202503,20250321,391.2,20240708,20250321,20250321,,指数点,0.2
MO2503-P-5600.CFX,CFFEX,中证1000指数期权2503认沽5600,100.0,OP000852.SH,指数期权,P,欧式,5600.0,202503,20250321,815.0,20240318,20250321,20250321,,指数点,0.2
MO2503-P-4950.CFX,CFFEX,中证1000指数期权2503认沽4950,100.0,OP000852.SH,指数期权,P,欧式,4950.0,202503,20250321,89.6,20250113,20250321,20250321,,指数点,0.2
HO2503-C-2150.CFX,CFFEX,上证50指数期权2503认购2150,100.0,OP000016.SH,指数期权,C,欧式,2150.0,202503,20250321,279.2,20240318,20250321,20250321,,指数点,0.2
IO2503-P-3300.CFX,CFFEX,沪深300指数期权2503认沽3300,100.0,OP000300.SH,指数期权,P,欧式,3300.0,202503,20250321,218.6,20240318,20250321,20250321,,指数点,0.2
MO2503-C-6300.CFX,CFFEX,中证1000指数期权2503认购6300,100.0,OP000852.SH,指数期权,C,欧式,6300.0,202503,20250321,260.2,20241223,20250321,20250321,,指数点,0.2
HO2503-C-2700.CFX,CFFEX,上证50指数期权2503认购2700,100.0,OP000016.SH,指数期权,C,欧式,2700.0,202503,20250321,66.8,20240318,20250321,20250321,,指数点,0.2
HO2503-P-2450.CFX,CFFEX,上证50指数期权2503认沽2450,100.0,OP000016.SH,指数期权,P,欧式,2450.0,202503,20250321,249.8,20240318,20250321,20250321,,指数点,0.2
IO2503-C-3500.CFX,CFFEX,沪深300指数期权2503认购3500,100.0,OP000300.SH,指数期权,C,欧式,3500.0,202503,20250321,243.8,20240318,20250321,20250321,,指数点,0.2
HO2503-P-2050.CFX,CFFEX,上证50指数期权2503认沽2050,100.0,OP000016.SH,指数期权,P,欧式,2050.0,202503,20250321,21.6,20240806,20250321,20250321,,指数点,0.2
MO2503-P-4400.CFX,CFFEX,中证1000指数期权2503认沽4400,100.0,OP000852.SH,指数期权,P,欧式,4400.0,202503,20250321,209.4,20240625,20250321,20250321,,指数点,0.2
HO2503-C-2000.CFX,CFFEX,上证50指数期权2503认购2000,100.0,OP000016.SH,指数期权,C,欧式,2000.0,202503,20250321,287.2,20240905,20250321,20250321,,指数点,0.2
HO2503-C-2425.CFX,CFFEX,上证50指数期权2503认购2425,100.0,OP000016.SH,指数期权,C,欧式,2425.0,202503,20250321,259.2,20241223,20250321,20250321,,指数点,0.2
IO2503-C-4100.CFX,CFFEX,沪深300指数期权2503认购4100,100.0,OP000300.SH,指数期权,C,欧式,4100.0,202503,20250321,97.8,20240507,20250321,20250321,,指数点,0.2
MO2503-C-6800.CFX,CFFEX,中证1000指数期权2503认购6800,100.0,OP000852.SH,指数期权,C,欧式,6800.0,202503,20250321,586.4,20241009,20250321,20250321,,指数点,0.2
MO2503-P-6000.CFX,CFFEX,中证1000指数期权2503认沽6000,100.0,OP000852.SH,指数期权,P,欧式,6000.0,202503,20250321,1101.6,20240318,20250321,20250321,,指数点,0.2
MO2503-P-5000.CFX,CFFEX,中证1000指数期权2503认沽5000,100.0,OP000852.SH,指数期权,P,欧式,5000.0,202503,20250321,459.4,20240318,20250321,20250321,,指数点,0.2
MO2503-C-6200.CFX,CFFEX,中证1000指数期权2503认购6200,100.0,OP000852.SH,指数期权,C,欧式,6200.0,202503,20250321,188.4,20240318,20250321,20250321,,指数点,0.2
HO2503-P-2275.CFX,CFFEX,上证50指数期权2503认沽2275,100.0,OP000016.SH,指数期权,P,欧式,2275.0,202503,20250321,8.8,20250114,20250321,20250321,,指数点,0.2
HO2503-P-2900.CFX,CFFEX,上证50指数期权2503认沽2900,100.0,OP000016.SH,指数期权,P,欧式,2900.0,202503,20250321,433.0,20240930,20250321,20250321,,指数点,0.2
MO2503-C-5800.CFX,CFFEX,中证1000指数期权2503认购5800,100.0,OP000852.SH,指数期权,C,欧式,5800.0,202503,20250321,277.6,20240318,20250321,20250321,,指数点,0.2
MO2503-P-4900.CFX,CFFEX,中证1000指数期权2503认沽4900,100.0,OP000852.SH,指数期权,P,欧式,4900.0,202503,20250321,285.8,20240326,20250321,20250321,,指数点,0.2
HO2503-P-2850.CFX,CFFEX,上证50指数期权2503认沽2850,100.0,OP000016.SH,指数期权,P,欧式,2850.0,202503,20250321,241.8,20241223,20250321,20250321,,指数点,0.2
MO2503-C-6000.CFX,CFFEX,中证1000指数期权2503认购6000,100.0,OP000852.SH,指数期权,C,欧式,6000.0,202503,20250321,229.2,20240318,20250321,20250321,,指数点,0.2
IO2503-C-2800.CFX,CFFEX,沪深300指数期权2503认购2800,100.0,OP000300.SH,指数期权,C,欧式,2800.0,202503,20250321,379.4,20240910,20250321,20250321,,指数点,0.2
MO2503-C-6900.CFX,CFFEX,中证1000指数期权2503认购6900,100.0,OP000852.SH,指数期权,C,欧式,6900.0,202503,20250321,107.2,20241223,20250321,20250321,,指数点,0.2
MO2503-C-5900.CFX,CFFEX,中证1000指数期权2503认购5900,100.0,OP000852.SH,指数期权,C,欧式,5900.0,202503,20250321,457.6,20241223,20250321,20250321,,指数点,0.2
MO2503-P-6200.CFX,CFFEX,中证1000指数期权2503认沽6200,100.0,OP000852.SH,指数期权,P,欧式,6200.0,202503,20250321,1256.6,20240318,20250321,20250321,,指数点,0.2
MO2503-C-5400.CFX,CFFEX,中证1000指数期权2503认购5400,100.0,OP000852.SH,指数期权,C,欧式,5400.0,202503,20250321,401.2,20240318,20250321,20250321,,指数点,0.2
IO2503-P-3700.CFX,CFFEX,沪深300指数期权2503认沽3700,100.0,OP000300.SH,指数期权,P,欧式,3700.0,202503,20250321,447.4,20240318,20250321,20250321,,指数点,0.2
HO2503-C-2475.CFX,CFFEX,上证50指数期权2503认购2475,100.0,OP000016.SH,指数期权,C,欧式,2475.0,202503,20250321,220.2,20241223,20250321,20250321,,指数点,0.2
IO2503-P-4700.CFX,CFFEX,沪深300指数期权2503认沽4700,100.0,OP000300.SH,指数期权,P,欧式,4700.0,202503,20250321,833.4,20241009,20250321,20250321,,指数点,0.2
MO2503-C-4950.CFX,CFFEX,中证1000指数期权2503认购4950,100.0,OP000852.SH,指数期权,C,欧式,4950.0,202503,20250321,598.6,20250113,20250321,20250321,,指数点,0.2
MO2503-P-4600.CFX,CFFEX,中证1000指数期权2503认沽4600,100.0,OP000852.SH,指数期权,P,欧式,4600.0,202503,20250321,339.4,20240417,20250321,20250321,,指数点,0.2
IO2503-P-3550.CFX,CFFEX,沪深300指数期权2503认沽3550,100.0,OP000300.SH,指数期权,P,欧式,3550.0,202503,20250321,39.2,20241223,20250321,20250321,,指数点,0.2
HO2503-C-3200.CFX,CFFEX,上证50指数期权2503认购3200,100.0,OP000016.SH,指数期权,C,欧式,3200.0,202503,20250321,241.2,20241009,20250321,20250321,,指数点,0.2
IO2503-P-4100.CFX,CFFEX,沪深300指数期权2503认沽4100,100.0,OP000300.SH,指数期权,P,欧式,4100.0,202503,20250321,569.0,20240507,20250321,20250321,,指数点,0.2
IO2503-P-3000.CFX,CFFEX,沪深300指数期权2503认沽3000,100.0,OP000300.SH,指数期权,P,欧式,3000.0,202503,20250321,21.6,20240708,20250321,20250321,,指数点,0.2
MO2503-P-7000.CFX,CFFEX,中证1000指数期权2503认沽7000,100.0,OP000852.SH,指数期权,P,欧式,7000.0,202503,20250321,1567.0,20241009,20250321,20250321,,指数点,0.2
HO2503-C-2100.CFX,CFFEX,上证50指数期权2503认购2100,100.0,OP000016.SH,指数期权,C,欧式,2100.0,202503,20250321,294.4,20240415,20250321,20250321,,指数点,0.2
MO2503-C-4300.CFX,CFFEX,中证1000指数期权2503认购4300,100.0,OP000852.SH,指数期权,C,欧式,4300.0,202503,20250321,525.8,20240625,20250321,20250321,,指数点,0.2
MO2503-C-7200.CFX,CFFEX,中证1000指数期权2503认购7200,100.0,OP000852.SH,指数期权,C,欧式,7200.0,202503,20250321,236.8,20241108,20250321,20250321,,指数点,0.2
HO2503-C-2300.CFX,CFFEX,上证50指数期权2503认购2300,100.0,OP000016.SH,指数期权,C,欧式,2300.0,202503,20250321,197.8,20240318,20250321,20250321,,指数点,0.2
IO2503-C-4050.CFX,CFFEX,沪深300指数期权2503认购4050,100.0,OP000300.SH,指数期权,C,欧式,4050.0,202503,20250321,131.6,20241223,20250321,20250321,,指数点,0.2
IO2503-C-3900.CFX,CFFEX,沪深300指数期权2503认购3900,100.0,OP000300.SH,指数期权,C,欧式,3900.0,202503,20250321,119.4,20240318,20250321,20250321,,指数点,0.2
IO2503-P-3750.CFX,CFFEX,沪深300指数期权2503认沽3750,100.0,OP000300.SH,指数期权,P,欧式,3750.0,202503,20250321,90.8,20241223,20250321,20250321,,指数点,0.2
MO2503-P-7100.CFX,CFFEX,中证1000指数期权2503认沽7100,100.0,OP000852.SH,指数期权,P,欧式,7100.0,202503,20250321,715.4,20250224,20250321,20250321,,指数点,0.2
HO2503-C-2325.CFX,CFFEX,上证50指数期权2503认购2325,100.0,OP000016.SH,指数期权,C,欧式,2325.0,202503,20250321,308.6,20250103,20250321,20250321,,指数点,0.2
IO2503-C-3450.CFX,CFFEX,沪深300指数期权2503认购3450,100.0,OP000300.SH,指数期权,C,欧式,3450.0,202503,20250321,400.4,20250103,20250321,20250321,,指数点,0.2
IO2503-C-4150.CFX,CFFEX,沪深300指数期权2503认购4150,100.0,OP000300.SH,指数期权,C,欧式,4150.0,202503,20250321,103.0,20241223,20250321,20250321,,指数点,0.2
MO2503-P-5200.CFX,CFFEX,中证1000指数期权2503认沽5200,100.0,OP000852.SH,指数期权,P,欧式,5200.0,202503,20250321,566.8,20240318,20250321,20250321,,指数点,0.2
IO2503-P-3850.CFX,CFFEX,沪深300指数期权2503认沽3850,100.0,OP000300.SH,指数期权,P,欧式,3850.0,202503,20250321,131.6,20241223,20250321,20250321,,指数点,0.2
MO2503-C-5300.CFX,CFFEX,中证1000指数期权2503认购5300,100.0,OP000852.SH,指数期权,C,欧式,5300.0,202503,20250321,653.8,20250102,20250321,20250321,,指数点,0.2
HO2503-C-2375.CFX,CFFEX,上证50指数期权2503认购2375,100.0,OP000016.SH,指数期权,C,欧式,2375.0,202503,20250321,301.0,20241223,20250321,20250321,,指数点,0.2
HO2503-P-2700.CFX,CFFEX,上证50指数期权2503认沽2700,100.0,OP000016.SH,指数期权,P,欧式,2700.0,202503,20250321,426.4,20240318,20250321,20250321,,指数点,0.2
IO2503-C-4600.CFX,CFFEX,沪深300指数期权2503认购4600,100.0,OP000300.SH,指数期权,C,欧式,4600.0,202503,20250321,375.2,20241009,20250321,20250321,,指数点,0.2
IO2503-C-3750.CFX,CFFEX,沪深300指数期权2503认购3750,100.0,OP000300.SH,指数期权,C,欧式,3750.0,202503,20250321,276.2,20241223,20250321,20250321,,指数点,0.2
MO2503-P-5700.CFX,CFFEX,中证1000指数期权2503认沽5700,100.0,OP000852.SH,指数期权,P,欧式,5700.0,202503,20250321,148.2,20241223,20250321,20250321,,指数点,0.2
IO2503-C-3650.CFX,CFFEX,沪深300指数期权2503认购3650,100.0,OP000300.SH,指数期权,C,欧式,3650.0,202503,20250321,345.6,20241223,20250321,20250321,,指数点,0.2
HO2503-P-3050.CFX,CFFEX,上证50指数期权2503认沽3050,100.0,OP000016.SH,指数期权,P,欧式,3050.0,202503,20250321,310.8,20250317,20250321,20250321,,指数点,0.2
IO2503-C-3850.CFX,CFFEX,沪深300指数期权2503认购3850,100.0,OP000300.SH,指数期权,C,欧式,3850.0,202503,20250321,217.4,20241223,20250321,20250321,,指数点,0.2
IO2503-P-2800.CFX,CFFEX,沪深300指数期权2503认沽2800,100.0,OP000300.SH,指数期权,P,欧式,2800.0,202503,20250321,22.8,20240910,20250321,20250321,,指数点,0.2
HO2503-P-2325.CFX,CFFEX,上证50指数期权2503认沽2325,100.0,OP000016.SH,指数期权,P,欧式,2325.0,202503,20250321,11.8,20250103,20250321,20250321,,指数点,0.2
MO2503-C-4600.CFX,CFFEX,中证1000指数期权2503认购4600,100.0,OP000852.SH,指数期权,C,欧式,4600.0,202503,20250321,517.4,20240417,20250321,20250321,,指数点,0.2
HO2503-P-2300.CFX,CFFEX,上证50指数期权2503认沽2300,100.0,OP000016.SH,指数期权,P,欧式,2300.0,202503,20250321,165.4,20240318,20250321,20250321,,指数点,0.2
IO2503-C-2900.CFX,CFFEX,沪深300指数期权2503认购2900,100.0,OP000300.SH,指数期权,C,欧式,2900.0,202503,20250321,436.2,20240812,20250321,20250321,,指数点,0.2
IO2503-P-4050.CFX,CFFEX,沪深300指数期权2503认沽4050,100.0,OP000300.SH,指数期权,P,欧式,4050.0,202503,20250321,244.8,20241223,20250321,20250321,,指数点,0.2
MO2503-C-4400.CFX,CFFEX,中证1000指数期权2503认购4400,100.0,OP000852.SH,指数期权,C,欧式,4400.0,202503,20250321,470.6,20240625,20250321,20250321,,指数点,0.2
MO2503-C-6700.CFX,CFFEX,中证1000指数期权2503认购6700,100.0,OP000852.SH,指数期权,C,欧式,6700.0,202503,20250321,143.0,20241223,20250321,20250321,,指数点,0.2
HO2503-P-2800.CFX,CFFEX,上证50指数期权2503认沽2800,100.0,OP000016.SH,指数期权,P,欧式,2800.0,202503,20250321,400.6,20240429,20250321,20250321,,指数点,0.2
IO2503-C-3950.CFX,CFFEX,沪深300指数期权2503认购3950,100.0,OP000300.SH,指数期权,C,欧式,3950.0,202503,20250321,169.2,20241223,20250321,20250321,,指数点,0.2
IO2503-C-4000.CFX,CFFEX,沪深300指数期权2503认购4000,100.0,OP000300.SH,指数期权,C,欧式,4000.0,202503,20250321,98.4,20240318,20250321,20250321,,指数点,0.2
MO2503-C-4700.CFX,CFFEX,中证1000指数期权2503认购4700,100.0,OP000852.SH,指数期权,C,欧式,4700.0,202503,20250321,607.8,20240328,20250321,20250321,,指数点,0.2
MO2503-C-7100.CFX,CFFEX,中证1000指数期权2503认购7100,100.0,OP000852.SH,指数期权,C,欧式,7100.0,202503,20250321,17.6,20250224,20250321,20250321,,指数点,0.2
MO2503-C-5100.CFX,CFFEX,中证1000指数期权2503认购5100,100.0,OP000852.SH,指数期权,C,欧式,5100.0,202503,20250321,571.6,20250106,20250321,20250321,,指数点,0.2
MO2503-P-7400.CFX,CFFEX,中证1000指数期权2503认沽7400,100.0,OP000852.SH,指数期权,P,欧式,7400.0,202503,20250321,1199.2,20241112,20250321,20250321,,指数点,0.2
MO2503-C-4900.CFX,CFFEX,中证1000指数期权2503认购4900,100.0,OP000852.SH,指数期权,C,欧式,4900.0,202503,20250321,595.6,20240326,20250321,20250321,,指数点,0.2
IO2502-C-3550.CFX,CFFEX,沪深300指数期权2502认购3550,100.0,OP000300.SH,指数期权,C,欧式,3550.0,202502,20250221,488.8,20241118,20250221,20250221,,指数点,0.2
IO2502-P-3950.CFX,CFFEX,沪深300指数期权2502认沽3950,100.0,OP000300.SH,指数期权,P,欧式,3950.0,202502,20250221,160.0,20241118,20250221,20250221,,指数点,0.2
MO2502-P-5500.CFX,CFFEX,中证1000指数期权2502认沽5500,100.0,OP000852.SH,指数期权,P,欧式,5500.0,202502,20250221,123.4,20241118,20250221,20250221,,指数点,0.2
MO2502-C-6300.CFX,CFFEX,中证1000指数期权2502认购6300,100.0,OP000852.SH,指数期权,C,欧式,6300.0,202502,20250221,255.0,20241118,20250221,20250221,,指数点,0.2
MO2502-C-6700.CFX,CFFEX,中证1000指数期权2502认购6700,100.0,OP000852.SH,指数期权,C,欧式,6700.0,202502,20250221,137.0,20241118,20250221,20250221,,指数点,0.2
MO2502-C-6600.CFX,CFFEX,中证1000指数期权2502认购6600,100.0,OP000852.SH,指数期权,C,欧式,6600.0,202502,20250221,161.2,20241118,20250221,20250221,,指数点,0.2
HO2502-C-2475.CFX,CFFEX,上证50指数期权2502认购2475,100.0,OP000016.SH,指数期权,C,欧式,2475.0,202502,20250221,262.4,20241118,20250221,20250221,,指数点,0.2
IO2502-C-3650.CFX,CFFEX,沪深300指数期权2502认购3650,100.0,OP000300.SH,指数期权,C,欧式,3650.0,202502,20250221,409.2,20241118,20250221,20250221,,指数点,0.2
HO2502-C-2600.CFX,CFFEX,上证50指数期权2502认购2600,100.0,OP000016.SH,指数期权,C,欧式,2600.0,202502,20250221,178.0,20241118,20250221,20250221,,指数点,0.2
HO2502-P-2650.CFX,CFFEX,上证50指数期权2502认沽2650,100.0,OP000016.SH,指数期权,P,欧式,2650.0,202502,20250221,101.6,20241118,20250221,20250221,,指数点,0.2
HO2502-C-2400.CFX,CFFEX,上证50指数期权2502认购2400,100.0,OP000016.SH,指数期权,C,欧式,2400.0,202502,20250221,321.4,20241118,20250221,20250221,,指数点,0.2
IO2502-C-4350.CFX,CFFEX,沪深300指数期权2502认购4350,100.0,OP000300.SH,指数期权,C,欧式,4350.0,202502,20250221,70.2,20241118,20250221,20250221,,指数点,0.2
IO2502-C-3850.CFX,CFFEX,沪深300指数期权2502认购3850,100.0,OP000300.SH,指数期权,C,欧式,3850.0,202502,20250221,271.8,20241118,20250221,20250221,,指数点,0.2
MO2502-P-5200.CFX,CFFEX,中证1000指数期权2502认沽5200,100.0,OP000852.SH,指数期权,P,欧式,5200.0,202502,20250221,54.2,20250103,20250221,20250221,,指数点,0.2
MO2502-P-5900.CFX,CFFEX,中证1000指数期权2502认沽5900,100.0,OP000852.SH,指数期权,P,欧式,5900.0,202502,20250221,266.6,20241118,20250221,20250221,,指数点,0.2
MO2502-P-7000.CFX,CFFEX,中证1000指数期权2502认沽7000,100.0,OP000852.SH,指数期权,P,欧式,7000.0,202502,20250221,922.8,20241203,20250221,20250221,,指数点,0.2
IO2502-C-4150.CFX,CFFEX,沪深300指数期权2502认购4150,100.0,OP000300.SH,指数期权,C,欧式,4150.0,202502,20250221,127.8,20241118,20250221,20250221,,指数点,0.2
MO2502-C-6800.CFX,CFFEX,中证1000指数期权2502认购6800,100.0,OP000852.SH,指数期权,C,欧式,6800.0,202502,20250221,116.0,20241118,20250221,20250221,,指数点,0.2
HO2502-P-2700.CFX,CFFEX,上证50指数期权2502认沽2700,100.0,OP000016.SH,指数期权,P,欧式,2700.0,202502,20250221,126.2,20241118,20250221,20250221,,指数点,0.2
IO2502-C-4200.CFX,CFFEX,沪深300指数期权2502认购4200,100.0,OP000300.SH,指数期权,C,欧式,4200.0,202502,20250221,110.8,20241118,20250221,20250221,,指数点,0.2
MO2502-P-6200.CFX,CFFEX,中证1000指数期权2502认沽6200,100.0,OP000852.SH,指数期权,P,欧式,6200.0,202502,20250221,421.4,20241118,20250221,20250221,,指数点,0.2
HO2502-C-2350.CFX,CFFEX,上证50指数期权2502认购2350,100.0,OP000016.SH,指数期权,C,欧式,2350.0,202502,20250221,295.8,20241125,20250221,20250221,,指数点,0.2
HO2502-P-2600.CFX,CFFEX,上证50指数期权2502认沽2600,100.0,OP000016.SH,指数期权,P,欧式,2600.0,202502,20250221,80.2,20241118,20250221,20250221,,指数点,0.2
MO2502-C-5500.CFX,CFFEX,中证1000指数期权2502认购5500,100.0,OP000852.SH,指数期权,C,欧式,5500.0,202502,20250221,692.6,20241118,20250221,20250221,,指数点,0.2
MO2502-C-6200.CFX,CFFEX,中证1000指数期权2502认购6200,100.0,OP000852.SH,指数期权,C,欧式,6200.0,202502,20250221,294.0,20241118,20250221,20250221,,指数点,0.2
MO2502-C-4950.CFX,CFFEX,中证1000指数期权2502认购4950,100.0,OP000852.SH,指数期权,C,欧式,4950.0,202502,20250221,589.4,20250113,20250221,20250221,,指数点,0.2
MO2502-P-5300.CFX,CFFEX,中证1000指数期权2502认沽5300,100.0,OP000852.SH,指数期权,P,欧式,5300.0,202502,20250221,122.4,20241119,20250221,20250221,,指数点,0.2
IO2502-P-3350.CFX,CFFEX,沪深300指数期权2502认沽3350,100.0,OP000300.SH,指数期权,P,欧式,3350.0,202502,20250221,11.8,20250106,20250221,20250221,,指数点,0.2
MO2502-C-5600.CFX,CFFEX,中证1000指数期权2502认购5600,100.0,OP000852.SH,指数期权,C,欧式,5600.0,202502,20250221,622.4,20241118,20250221,20250221,,指数点,0.2
MO2502-C-7200.CFX,CFFEX,中证1000指数期权2502认购7200,100.0,OP000852.SH,指数期权,C,欧式,7200.0,202502,20250221,96.6,20241213,20250221,20250221,,指数点,0.2
MO2502-P-5600.CFX,CFFEX,中证1000指数期权2502认沽5600,100.0,OP000852.SH,指数期权,P,欧式,5600.0,202502,20250221,152.6,20241118,20250221,20250221,,指数点,0.2
HO2502-P-2350.CFX,CFFEX,上证50指数期权2502认沽2350,100.0,OP000016.SH,指数期权,P,欧式,2350.0,202502,20250221,25.4,20241125,20250221,20250221,,指数点,0.2
HO2502-C-2325.CFX,CFFEX,上证50指数期权2502认购2325,100.0,OP000016.SH,指数期权,C,欧式,2325.0,202502,20250221,317.0,20241125,20250221,20250221,,指数点,0.2
HO2502-C-2850.CFX,CFFEX,上证50指数期权2502认购2850,100.0,OP000016.SH,指数期权,C,欧式,2850.0,202502,20250221,67.0,20241118,20250221,20250221,,指数点,0.2
IO2502-C-4100.CFX,CFFEX,沪深300指数期权2502认购4100,100.0,OP000300.SH,指数期权,C,欧式,4100.0,202502,20250221,146.8,20241118,20250221,20250221,,指数点,0.2
IO2502-C-3600.CFX,CFFEX,沪深300指数期权2502认购3600,100.0,OP000300.SH,指数期权,C,欧式,3600.0,202502,20250221,448.2,20241118,20250221,20250221,,指数点,0.2
IO2502-P-3450.CFX,CFFEX,沪深300指数期权2502认沽3450,100.0,OP000300.SH,指数期权,P,欧式,3450.0,202502,20250221,37.8,20241125,20250221,20250221,,指数点,0.2
MO2502-C-6900.CFX,CFFEX,中证1000指数期权2502认购6900,100.0,OP000852.SH,指数期权,C,欧式,6900.0,202502,20250221,124.6,20241121,20250221,20250221,,指数点,0.2
IO2502-P-3650.CFX,CFFEX,沪深300指数期权2502认沽3650,100.0,OP000300.SH,指数期权,P,欧式,3650.0,202502,20250221,55.2,20241118,20250221,20250221,,指数点,0.2
HO2502-C-2300.CFX,CFFEX,上证50指数期权2502认购2300,100.0,OP000016.SH,指数期权,C,欧式,2300.0,202502,20250221,294.8,20241126,20250221,20250221,,指数点,0.2
HO2502-C-2425.CFX,CFFEX,上证50指数期权2502认购2425,100.0,OP000016.SH,指数期权,C,欧式,2425.0,202502,20250221,301.0,20241118,20250221,20250221,,指数点,0.2
HO2502-C-2650.CFX,CFFEX,上证50指数期权2502认购2650,100.0,OP000016.SH,指数期权,C,欧式,2650.0,202502,20250221,149.6,20241118,20250221,20250221,,指数点,0.2
HO2502-P-2450.CFX,CFFEX,上证50指数期权2502认沽2450,100.0,OP000016.SH,指数期权,P,欧式,2450.0,202502,20250221,34.4,20241118,20250221,20250221,,指数点,0.2
IO2502-P-3750.CFX,CFFEX,沪深300指数期权2502认沽3750,100.0,OP000300.SH,指数期权,P,欧式,3750.0,202502,20250221,82.0,20241118,20250221,20250221,,指数点,0.2
IO2502-C-3350.CFX,CFFEX,沪深300指数期权2502认购3350,100.0,OP000300.SH,指数期权,C,欧式,3350.0,202502,20250221,442.4,20250106,20250221,20250221,,指数点,0.2
IO2502-C-3700.CFX,CFFEX,沪深300指数期权2502认购3700,100.0,OP000300.SH,指数期权,C,欧式,3700.0,202502,20250221,372.0,20241118,20250221,20250221,,指数点,0.2
MO2502-P-5100.CFX,CFFEX,中证1000指数期权2502认沽5100,100.0,OP000852.SH,指数期权,P,欧式,5100.0,202502,20250221,66.6,20250106,20250221,20250221,,指数点,0.2
HO2502-C-2800.CFX,CFFEX,上证50指数期权2502认购2800,100.0,OP000016.SH,指数期权,C,欧式,2800.0,202502,20250221,83.2,20241118,20250221,20250221,,指数点,0.2
IO2502-P-3900.CFX,CFFEX,沪深300指数期权2502认沽3900,100.0,OP000300.SH,指数期权,P,欧式,3900.0,202502,20250221,137.4,20241118,20250221,20250221,,指数点,0.2
HO2502-C-2950.CFX,CFFEX,上证50指数期权2502认购2950,100.0,OP000016.SH,指数期权,C,欧式,2950.0,202502,20250221,42.0,20241118,20250221,20250221,,指数点,0.2
HO2502-P-2275.CFX,CFFEX,上证50指数期权2502认沽2275,100.0,OP000016.SH,指数期权,P,欧式,2275.0,202502,20250221,2.2,20250114,20250221,20250221,,指数点,0.2
IO2502-C-4450.CFX,CFFEX,沪深300指数期权2502认购4450,100.0,OP000300.SH,指数期权,C,欧式,4450.0,202502,20250221,75.2,20241213,20250221,20250221,,指数点,0.2
IO2502-C-3400.CFX,CFFEX,沪深300指数期权2502认购3400,100.0,OP000300.SH,指数期权,C,欧式,3400.0,202502,20250221,429.6,20250103,20250221,20250221,,指数点,0.2
HO2502-C-2700.CFX,CFFEX,上证50指数期权2502认购2700,100.0,OP000016.SH,指数期权,C,欧式,2700.0,202502,20250221,124.4,20241118,20250221,20250221,,指数点,0.2
IO2502-C-4250.CFX,CFFEX,沪深300指数期权2502认购4250,100.0,OP000300.SH,指数期权,C,欧式,4250.0,202502,20250221,95.6,20241118,20250221,20250221,,指数点,0.2
