ts_code,symbol,exchange,name,fut_code,multiplier,trade_unit,per_unit,quote_unit,quote_unit_desc,d_mode_desc,list_date,delist_date,d_month,last_ddate
TL2.CFX,TL2,CFFEX,10年期国债期货隔季连续,T,,,,,,,,,,
ICL.CFX,ICL,CFFEX,中证500期货当月连续,IC,,,,,,,,,,
ICL1.CFX,ICL1,CFFEX,中证500期货次月连续,IC,,,,,,,,,,
ICL2.CFX,ICL2,CFFEX,中证500期货当季连续,IC,,,,,,,,,,
ICL3.CFX,ICL3,CFFEX,中证500期货下季连续,IC,,,,,,,,,,
IHL3.CFX,IHL3,CFFEX,上证50期货下季连续,IH,,,,,,,,,,
IHL2.CFX,IHL2,CFFEX,上证50期货当季连续,IH,,,,,,,,,,
IHL1.CFX,IHL1,CFFEX,上证50期货次月连续,IH,,,,,,,,,,
IHL.CFX,IHL,CFFEX,上证50期货当月连续,IH,,,,,,,,,,
IML3.CFX,IML3,CFFEX,中证1000期货下季连续,IM,,,,,,,,,,
TLL.CFX,TLL,CFFEX,30年期国债期货当季连续,TL,,,,,,,,,,
TLL1.CFX,TLL1,CFFEX,30年期国债期货下季连续,TL,,,,,,,,,,
TLL2.CFX,TLL2,CFFEX,30年期国债期货隔季连续,TL,,,,,,,,,,
TL0.CFX,TL0,CFFEX,CFFEX30年期国债期货,TL,,,,,,,,,,
