ts_code,symbol,exchange,name,fut_code,multiplier,trade_unit,per_unit,quote_unit,quote_unit_desc,d_mode_desc,list_date,delist_date,d_month,last_ddate
IH2401.CFX,IH2401,CFFEX,IH2401,IH,300,张,1,指数点,0.2指数点,现金交割,20231120,20240119,202401,20240119
IH2208.CFX,IH2208,CFFEX,IH2208,IH,300,张,1,指数点,0.2指数点,现金交割,20220620,20220819,202208,20220819
IF1406.CFX,IF1406,CFFEX,IF1406,IF,300,张,1,指数点,0.2指数点,现金交割,20131021,20140620,201406,20140620
IC2406.CFX,IC2406,CFFEX,IC2406,IC,200,张,1,指数点,0.2指数点,现金交割,20231023,20240621,202406,20240621
T2206.CFX,T2206,CFFEX,T2206,T,10000,张,1,人民币元,0.005人民币元,实物交割,20210913,20220610,202206,20220615
TF2206.CFX,TF2206,CFFEX,TF2206,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20210913,20220610,202206,20220615
TS2206.CFX,TS2206,CFFEX,TS2206,TS,20000,张,1,人民币元,0.002人民币元,实物交割,20210913,20220610,202206,20220615
IM2508.CFX,IM2508,CFFEX,IM2508,IM,200,张,1,指数点,0.2指数点,现金交割,20250623,20250815,202508,20250815
IH1607.CFX,IH1607,CFFEX,IH1607,IH,300,张,1,指数点,0.2指数点,现金交割,20160523,20160715,201607,20160715
IF1209.CFX,IF1209,CFFEX,IF1209,IF,300,张,1,指数点,0.2指数点,现金交割,20120130,20120921,201209,20120921
IM2305.CFX,IM2305,CFFEX,IM2305,IM,200,张,1,指数点,0.2指数点,现金交割,20230320,20230519,202305,20230519
IF1403.CFX,IF1403,CFFEX,IF1403,IF,300,张,1,指数点,0.2指数点,现金交割,20130722,20140321,201403,20140321
IC2107.CFX,IC2107,CFFEX,IC2107,IC,200,张,1,指数点,0.2指数点,现金交割,20210524,20210716,202107,20210716
IF2107.CFX,IF2107,CFFEX,IF2107,IF,300,张,1,指数点,0.2指数点,现金交割,20210524,20210716,202107,20210716
IH2107.CFX,IH2107,CFFEX,IH2107,IH,300,张,1,指数点,0.2指数点,现金交割,20210524,20210716,202107,20210716
IF1609.CFX,IF1609,CFFEX,IF1609,IF,300,张,1,指数点,0.2指数点,现金交割,20160118,20160919,201609,20160919
IF1108.CFX,IF1108,CFFEX,IF1108,IF,300,张,1,指数点,0.2指数点,现金交割,20110620,20110819,201108,20110819
IH1505.CFX,IH1505,CFFEX,IH1505,IH,300,张,1,指数点,0.2指数点,现金交割,20150416,20150515,201505,20150515
IH2311.CFX,IH2311,CFFEX,IH2311,IH,300,张,1,指数点,0.2指数点,现金交割,20230918,20231117,202311,20231117
IF1409.CFX,IF1409,CFFEX,IF1409,IF,300,张,1,指数点,0.2指数点,现金交割,20140120,20140919,201409,20140919
IF1611.CFX,IF1611,CFFEX,IF1611,IF,300,张,1,指数点,0.2指数点,现金交割,20160920,20161118,201611,20161118
IF2405.CFX,IF2405,CFFEX,IF2405,IF,300,张,1,指数点,0.2指数点,现金交割,20240318,20240517,202405,20240517
IF1006.CFX,IF1006,CFFEX,IF1006,IF,300,张,1,指数点,0.2指数点,现金交割,20100416,20100618,201006,20100618
T2303.CFX,T2303,CFFEX,T2303,T,10000,张,1,人民币元,0.005人民币元,实物交割,20220613,20230310,202303,20230315
IF1310.CFX,IF1310,CFFEX,IF1310,IF,300,张,1,指数点,0.2指数点,现金交割,20130819,20131018,201310,20131018
IF1706.CFX,IF1706,CFFEX,IF1706,IF,300,张,1,指数点,0.2指数点,现金交割,20161024,20170616,201706,20170616
IC1612.CFX,IC1612,CFFEX,IC1612,IC,200,张,1,指数点,0.2指数点,现金交割,20160418,20161216,201612,20161216
IH2310.CFX,IH2310,CFFEX,IH2310,IH,300,张,1,指数点,0.2指数点,现金交割,20230821,20231020,202310,20231020
IH1605.CFX,IH1605,CFFEX,IH1605,IH,300,张,1,指数点,0.2指数点,现金交割,20160321,20160520,201605,20160520
TF1606.CFX,TF1606,CFFEX,TF1606,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20150914,20160613,201606,20160616
IH1609.CFX,IH1609,CFFEX,IH1609,IH,300,张,1,指数点,0.2指数点,现金交割,20160118,20160919,201609,20160919
IF1811.CFX,IF1811,CFFEX,IF1811,IF,300,张,1,指数点,0.2指数点,现金交割,20180925,20181116,201811,20181116
IC1811.CFX,IC1811,CFFEX,IC1811,IC,200,张,1,指数点,0.2指数点,现金交割,20180925,20181116,201811,20181116
IH1811.CFX,IH1811,CFFEX,IH1811,IH,300,张,1,指数点,0.2指数点,现金交割,20180925,20181116,201811,20181116
IM2406.CFX,IM2406,CFFEX,IM2406,IM,200,张,1,指数点,0.2指数点,现金交割,20231023,20240621,202406,20240621
T2503.CFX,T2503,CFFEX,T2503,T,10000,张,1,人民币元,0.005人民币元,实物交割,20240617,20250314,202503,20250319
IH2211.CFX,IH2211,CFFEX,IH2211,IH,300,张,1,指数点,0.2指数点,现金交割,20220919,20221118,202211,20221118
IH2504.CFX,IH2504,CFFEX,IH2504,IH,300,张,1,指数点,0.2指数点,现金交割,20250224,20250418,202504,20250418
IC2105.CFX,IC2105,CFFEX,IC2105,IC,200,张,1,指数点,0.2指数点,现金交割,20210322,20210521,202105,20210521
IF2105.CFX,IF2105,CFFEX,IF2105,IF,300,张,1,指数点,0.2指数点,现金交割,20210322,20210521,202105,20210521
IH2105.CFX,IH2105,CFFEX,IH2105,IH,300,张,1,指数点,0.2指数点,现金交割,20210322,20210521,202105,20210521
IF1512.CFX,IF1512,CFFEX,IF1512,IF,300,张,1,指数点,0.2指数点,现金交割,20150420,20151218,201512,20151218
T1609.CFX,T1609,CFFEX,T1609,T,10000,张,1,人民币元,0.005人民币元,实物交割,20151214,20160909,201609,20160914
IH1705.CFX,IH1705,CFFEX,IH1705,IH,300,张,1,指数点,0.2指数点,现金交割,20170320,20170519,201705,20170519
IF1705.CFX,IF1705,CFFEX,IF1705,IF,300,张,1,指数点,0.2指数点,现金交割,20170320,20170519,201705,20170519
IC1705.CFX,IC1705,CFFEX,IC1705,IC,200,张,1,指数点,0.2指数点,现金交割,20170320,20170519,201705,20170519
IC2202.CFX,IC2202,CFFEX,IC2202,IC,200,张,1,指数点,0.2指数点,现金交割,20211220,20220218,202202,20220218
IH1507.CFX,IH1507,CFFEX,IH1507,IH,300,张,1,指数点,0.2指数点,现金交割,20150518,20150717,201507,20150717
IH1601.CFX,IH1601,CFFEX,IH1601,IH,300,张,1,指数点,0.2指数点,现金交割,20151123,20160115,201601,20160115
IH2502.CFX,IH2502,CFFEX,IH2502,IH,300,张,1,指数点,0.2指数点,现金交割,20241223,20250221,202502,20250221
IF1710.CFX,IF1710,CFFEX,IF1710,IF,300,张,1,指数点,0.2指数点,现金交割,20170821,20171020,201710,20171020
IF1208.CFX,IF1208,CFFEX,IF1208,IF,300,张,1,指数点,0.2指数点,现金交割,20120618,20120817,201208,20120817
IH2603.CFX,IH2603,CFFEX,IH2603,IH,300,张,1,指数点,0.2指数点,现金交割,20250721,20260320,202603,20260320
IC1709.CFX,IC1709,CFFEX,IC1709,IC,200,张,1,指数点,0.2指数点,现金交割,20170123,20170915,201709,20170915
IF1709.CFX,IF1709,CFFEX,IF1709,IF,300,张,1,指数点,0.2指数点,现金交割,20170123,20170915,201709,20170915
IH1709.CFX,IH1709,CFFEX,IH1709,IH,300,张,1,指数点,0.2指数点,现金交割,20170123,20170915,201709,20170915
IF2505.CFX,IF2505,CFFEX,IF2505,IF,300,张,1,指数点,0.2指数点,现金交割,20250324,20250516,202505,20250516
IM2509.CFX,IM2509,CFFEX,IM2509,IM,200,张,1,指数点,0.2指数点,现金交割,20250120,20250919,202509,20250919
TS2612.CFX,TS2612,CFFEX,TS2612,TS,20000,张,1,人民币元,0.002人民币元,实物交割,20260316,20261211,202612,20261216
TF2503.CFX,TF2503,CFFEX,TF2503,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20240617,20250314,202503,20250319
T2212.CFX,T2212,CFFEX,T2212,T,10000,张,1,人民币元,0.005人民币元,实物交割,20220314,20221209,202212,20221214
IF1107.CFX,IF1107,CFFEX,IF1107,IF,300,张,1,指数点,0.2指数点,现金交割,20110523,20110715,201107,20110715
IF1402.CFX,IF1402,CFFEX,IF1402,IF,300,张,1,指数点,0.2指数点,现金交割,20131223,20140221,201402,20140221
IF1702.CFX,IF1702,CFFEX,IF1702,IF,300,张,1,指数点,0.2指数点,现金交割,20161219,20170217,201702,20170217
IC1509.CFX,IC1509,CFFEX,IC1509,IC,200,张,1,指数点,0.2指数点,现金交割,20150416,20150918,201509,20150918
IC2002.CFX,IC2002,CFFEX,IC2002,IC,200,张,1,指数点,0.2指数点,现金交割,20191223,20200221,202002,20200221
IF2002.CFX,IF2002,CFFEX,IF2002,IF,300,张,1,指数点,0.2指数点,现金交割,20191223,20200221,202002,20200221
IH2002.CFX,IH2002,CFFEX,IH2002,IH,300,张,1,指数点,0.2指数点,现金交割,20191223,20200221,202002,20200221
IC2211.CFX,IC2211,CFFEX,IC2211,IC,200,张,1,指数点,0.2指数点,现金交割,20220919,20221118,202211,20221118
IC2207.CFX,IC2207,CFFEX,IC2207,IC,200,张,1,指数点,0.2指数点,现金交割,20220523,20220715,202207,20220715
IF1312.CFX,IF1312,CFFEX,IF1312,IF,300,张,1,指数点,0.2指数点,现金交割,20130422,20131220,201312,20131220
T2306.CFX,T2306,CFFEX,T2306,T,10000,张,1,人民币元,0.005人民币元,实物交割,20220913,20230609,202306,20230614
TF2306.CFX,TF2306,CFFEX,TF2306,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20220913,20230609,202306,20230614
TS2306.CFX,TS2306,CFFEX,TS2306,TS,20000,张,1,人民币元,0.002人民币元,实物交割,20220913,20230609,202306,20230614
IM2402.CFX,IM2402,CFFEX,IM2402,IM,200,张,1,指数点,0.2指数点,现金交割,20231218,20240219,202402,20240219
IC1507.CFX,IC1507,CFFEX,IC1507,IC,200,张,1,指数点,0.2指数点,现金交割,20150518,20150717,201507,20150717
TF1806.CFX,TF1806,CFFEX,TF1806,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20170911,20180608,201806,20180613
IH1612.CFX,IH1612,CFFEX,IH1612,IH,300,张,1,指数点,0.2指数点,现金交割,20160418,20161216,201612,20161216
IC2609.CFX,IC2609,CFFEX,IC2609,IC,200,张,1,指数点,0.2指数点,现金交割,20260119,20260918,202609,20260918
IC1805.CFX,IC1805,CFFEX,IC1805,IC,200,张,1,指数点,0.2指数点,现金交割,20180319,20180518,201805,20180518
IH1805.CFX,IH1805,CFFEX,IH1805,IH,300,张,1,指数点,0.2指数点,现金交割,20180319,20180518,201805,20180518
IF1805.CFX,IF1805,CFFEX,IF1805,IF,300,张,1,指数点,0.2指数点,现金交割,20180319,20180518,201805,20180518
IM2504.CFX,IM2504,CFFEX,IM2504,IM,200,张,1,指数点,0.2指数点,现金交割,20250224,20250418,202504,20250418
IH1812.CFX,IH1812,CFFEX,IH1812,IH,300,张,1,指数点,0.2指数点,现金交割,20180423,20181221,201812,20181221
IF1812.CFX,IF1812,CFFEX,IF1812,IF,300,张,1,指数点,0.2指数点,现金交割,20180423,20181221,201812,20181221
IC1812.CFX,IC1812,CFFEX,IC1812,IC,200,张,1,指数点,0.2指数点,现金交割,20180423,20181221,201812,20181221
IF1610.CFX,IF1610,CFFEX,IF1610,IF,300,张,1,指数点,0.2指数点,现金交割,20160822,20161021,201610,20161021
IF2507.CFX,IF2507,CFFEX,IF2507,IF,300,张,1,指数点,0.2指数点,现金交割,20250519,20250718,202507,20250718
IC1806.CFX,IC1806,CFFEX,IC1806,IC,200,张,1,指数点,0.2指数点,现金交割,20171023,20180615,201806,20180615
IF1806.CFX,IF1806,CFFEX,IF1806,IF,300,张,1,指数点,0.2指数点,现金交割,20171023,20180615,201806,20180615
IH1806.CFX,IH1806,CFFEX,IH1806,IH,300,张,1,指数点,0.2指数点,现金交割,20171023,20180615,201806,20180615
IC2407.CFX,IC2407,CFFEX,IC2407,IC,200,张,1,指数点,0.2指数点,现金交割,20240520,20240719,202407,20240719
T2209.CFX,T2209,CFFEX,T2209,T,10000,张,1,人民币元,0.005人民币元,实物交割,20211213,20220909,202209,20220915
TF2209.CFX,TF2209,CFFEX,TF2209,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20211213,20220909,202209,20220915
TS2209.CFX,TS2209,CFFEX,TS2209,TS,20000,张,1,人民币元,0.002人民币元,实物交割,20211213,20220909,202209,20220915
TL2609.CFX,TL2609,CFFEX,TL2609,TL,10000,张,1,人民币元,0.01人民币元,实物交割,20251215,20260911,202609,20260916
IC1712.CFX,IC1712,CFFEX,IC1712,IC,200,张,1,指数点,0.2指数点,现金交割,20170424,20171215,201712,20171215
IF1712.CFX,IF1712,CFFEX,IF1712,IF,300,张,1,指数点,0.2指数点,现金交割,20170424,20171215,201712,20171215
IH1712.CFX,IH1712,CFFEX,IH1712,IH,300,张,1,指数点,0.2指数点,现金交割,20170424,20171215,201712,20171215
IH2306.CFX,IH2306,CFFEX,IH2306,IH,300,张,1,指数点,0.2指数点,现金交割,20221024,20230616,202306,20230616
IH1701.CFX,IH1701,CFFEX,IH1701,IH,300,张,1,指数点,0.2指数点,现金交割,20161121,20170120,201701,20170120
IF1101.CFX,IF1101,CFFEX,IF1101,IF,300,张,1,指数点,0.2指数点,现金交割,20101122,20110121,201101,20110121
T2203.CFX,T2203,CFFEX,T2203,T,10000,张,1,人民币元,0.005人民币元,实物交割,20210615,20220311,202203,20220316
TF2203.CFX,TF2203,CFFEX,TF2203,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20210615,20220311,202203,20220316
TS2203.CFX,TS2203,CFFEX,TS2203,TS,20000,张,1,人民币元,0.002人民币元,实物交割,20210615,20220311,202203,20220316
IC1609.CFX,IC1609,CFFEX,IC1609,IC,200,张,1,指数点,0.2指数点,现金交割,20160118,20160919,201609,20160919
IC1602.CFX,IC1602,CFFEX,IC1602,IC,200,张,1,指数点,0.2指数点,现金交割,20151221,20160219,201602,20160219
IC2510.CFX,IC2510,CFFEX,IC2510,IC,200,张,1,指数点,0.2指数点,现金交割,20250818,20251017,202510,20251017
TF1712.CFX,TF1712,CFFEX,TF1712,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20170313,20171208,201712,20171213
T1712.CFX,T1712,CFFEX,T1712,T,10000,张,1,人民币元,0.005人民币元,实物交割,20170313,20171208,201712,20171213
IH2407.CFX,IH2407,CFFEX,IH2407,IH,300,张,1,指数点,0.2指数点,现金交割,20240520,20240719,202407,20240719
T1812.CFX,T1812,CFFEX,T1812,T,10000,张,1,人民币元,0.005人民币元,实物交割,20180312,20181214,201812,20181219
TF1812.CFX,TF1812,CFFEX,TF1812,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20180312,20181214,201812,20181219
IF1304.CFX,IF1304,CFFEX,IF1304,IF,300,张,1,指数点,0.2指数点,现金交割,20130219,20130419,201304,20130419
TF2612.CFX,TF2612,CFFEX,TF2612,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20260316,20261211,202612,20261216
IF1309.CFX,IF1309,CFFEX,IF1309,IF,300,张,1,指数点,0.2指数点,现金交割,20130121,20130923,201309,20130923
IC2201.CFX,IC2201,CFFEX,IC2201,IC,200,张,1,指数点,0.2指数点,现金交割,20211122,20220121,202201,20220121
IF2201.CFX,IF2201,CFFEX,IF2201,IF,300,张,1,指数点,0.2指数点,现金交割,20211122,20220121,202201,20220121
IH2201.CFX,IH2201,CFFEX,IH2201,IH,300,张,1,指数点,0.2指数点,现金交割,20211122,20220121,202201,20220121
TF1612.CFX,TF1612,CFFEX,TF1612,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20160314,20161209,201612,20161214
IC2208.CFX,IC2208,CFFEX,IC2208,IC,200,张,1,指数点,0.2指数点,现金交割,20220620,20220819,202208,20220819
IM2302.CFX,IM2302,CFFEX,IM2302,IM,200,张,1,指数点,0.2指数点,现金交割,20221219,20230217,202302,20230217
IF2506.CFX,IF2506,CFFEX,IF2506,IF,300,张,1,指数点,0.2指数点,现金交割,20241021,20250620,202506,20250620
IF1109.CFX,IF1109,CFFEX,IF1109,IF,300,张,1,指数点,0.2指数点,现金交割,20110124,20110916,201109,20110916
IM2211.CFX,IM2211,CFFEX,IM2211,IM,200,张,1,指数点,0.2指数点,现金交割,20220919,20221118,202211,20221118
IM2404.CFX,IM2404,CFFEX,IM2404,IM,200,张,1,指数点,0.2指数点,现金交割,20240220,20240419,202404,20240419
IH2501.CFX,IH2501,CFFEX,IH2501,IH,300,张,1,指数点,0.2指数点,现金交割,20241118,20250117,202501,20250117
IC2403.CFX,IC2403,CFFEX,IC2403,IC,200,张,1,指数点,0.2指数点,现金交割,20230724,20240315,202403,20240315
IF2208.CFX,IF2208,CFFEX,IF2208,IF,300,张,1,指数点,0.2指数点,现金交割,20220620,20220819,202208,20220819
IF1411.CFX,IF1411,CFFEX,IF1411,IF,300,张,1,指数点,0.2指数点,现金交割,20140922,20141121,201411,20141121
IH2404.CFX,IH2404,CFFEX,IH2404,IH,300,张,1,指数点,0.2指数点,现金交割,20240220,20240419,202404,20240419
IC1707.CFX,IC1707,CFFEX,IC1707,IC,200,张,1,指数点,0.2指数点,现金交割,20170522,20170721,201707,20170721
IF1707.CFX,IF1707,CFFEX,IF1707,IF,300,张,1,指数点,0.2指数点,现金交割,20170522,20170721,201707,20170721
IH1707.CFX,IH1707,CFFEX,IH1707,IH,300,张,1,指数点,0.2指数点,现金交割,20170522,20170721,201707,20170721
IF1909.CFX,IF1909,CFFEX,IF1909,IF,300,张,1,指数点,0.2指数点,现金交割,20190121,20190920,201909,20190920
IC1909.CFX,IC1909,CFFEX,IC1909,IC,200,张,1,指数点,0.2指数点,现金交割,20190121,20190920,201909,20190920
IH1909.CFX,IH1909,CFFEX,IH1909,IH,300,张,1,指数点,0.2指数点,现金交割,20190121,20190920,201909,20190920
IH1910.CFX,IH1910,CFFEX,IH1910,IH,300,张,1,指数点,0.2指数点,现金交割,20190819,20191018,201910,20191018
IF1910.CFX,IF1910,CFFEX,IF1910,IF,300,张,1,指数点,0.2指数点,现金交割,20190819,20191018,201910,20191018
IC1910.CFX,IC1910,CFFEX,IC1910,IC,200,张,1,指数点,0.2指数点,现金交割,20190819,20191018,201910,20191018
IH2204.CFX,IH2204,CFFEX,IH2204,IH,300,张,1,指数点,0.2指数点,现金交割,20220221,20220415,202204,20220415
IC1610.CFX,IC1610,CFFEX,IC1610,IC,200,张,1,指数点,0.2指数点,现金交割,20160822,20161021,201610,20161021
IC1703.CFX,IC1703,CFFEX,IC1703,IC,200,张,1,指数点,0.2指数点,现金交割,20160718,20170317,201703,20170317
IM2605.CFX,IM2605,CFFEX,IM2605,IM,200,张,1,指数点,0.2指数点,现金交割,20260323,20260515,202605,20260515
T2312.CFX,T2312,CFFEX,T2312,T,10000,张,1,人民币元,0.005人民币元,实物交割,20230313,20231208,202312,20231213
IF1005.CFX,IF1005,CFFEX,IF1005,IF,300,张,1,指数点,0.2指数点,现金交割,20100416,20100521,201005,20100521
T2103.CFX,T2103,CFFEX,T2103,T,10000,张,1,人民币元,0.005人民币元,实物交割,20200615,20210312,202103,20210317
TF2103.CFX,TF2103,CFFEX,TF2103,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20200615,20210312,202103,20210317
TS2103.CFX,TS2103,CFFEX,TS2103,TS,20000,张,1,人民币元,0.002人民币元,实物交割,20200615,20210312,202103,20210317
IF2207.CFX,IF2207,CFFEX,IF2207,IF,300,张,1,指数点,0.2指数点,现金交割,20220523,20220715,202207,20220715
IH2505.CFX,IH2505,CFFEX,IH2505,IH,300,张,1,指数点,0.2指数点,现金交割,20250324,20250516,202505,20250516
IC2411.CFX,IC2411,CFFEX,IC2411,IC,200,张,1,指数点,0.2指数点,现金交割,20240923,20241115,202411,20241115
IC2109.CFX,IC2109,CFFEX,IC2109,IC,200,张,1,指数点,0.2指数点,现金交割,20210118,20210917,202109,20210917
IF2109.CFX,IF2109,CFFEX,IF2109,IF,300,张,1,指数点,0.2指数点,现金交割,20210118,20210917,202109,20210917
IH2109.CFX,IH2109,CFFEX,IH2109,IH,300,张,1,指数点,0.2指数点,现金交割,20210118,20210917,202109,20210917
IF1903.CFX,IF1903,CFFEX,IF1903,IF,300,张,1,指数点,0.2指数点,现金交割,20180723,20190315,201903,20190315
IC1903.CFX,IC1903,CFFEX,IC1903,IC,200,张,1,指数点,0.2指数点,现金交割,20180723,20190315,201903,20190315
IH1903.CFX,IH1903,CFFEX,IH1903,IH,300,张,1,指数点,0.2指数点,现金交割,20180723,20190315,201903,20190315
IC2011.CFX,IC2011,CFFEX,IC2011,IC,200,张,1,指数点,0.2指数点,现金交割,20200921,20201120,202011,20201120
IF2011.CFX,IF2011,CFFEX,IF2011,IF,300,张,1,指数点,0.2指数点,现金交割,20200921,20201120,202011,20201120
IH2011.CFX,IH2011,CFFEX,IH2011,IH,300,张,1,指数点,0.2指数点,现金交割,20200921,20201120,202011,20201120
T1809.CFX,T1809,CFFEX,T1809,T,10000,张,1,人民币元,0.005人民币元,实物交割,20171211,20180914,201809,20180919
TF1809.CFX,TF1809,CFFEX,TF1809,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20171211,20180914,201809,20180919
IH2508.CFX,IH2508,CFFEX,IH2508,IH,300,张,1,指数点,0.2指数点,现金交割,20250623,20250815,202508,20250815
IF1311.CFX,IF1311,CFFEX,IF1311,IF,300,张,1,指数点,0.2指数点,现金交割,20130924,20131115,201311,20131115
IH2012.CFX,IH2012,CFFEX,IH2012,IH,300,张,1,指数点,0.2指数点,现金交割,20200420,20201218,202012,20201218
IF2012.CFX,IF2012,CFFEX,IF2012,IF,300,张,1,指数点,0.2指数点,现金交割,20200420,20201218,202012,20201218
IC2012.CFX,IC2012,CFFEX,IC2012,IC,200,张,1,指数点,0.2指数点,现金交割,20200420,20201218,202012,20201218
IF1210.CFX,IF1210,CFFEX,IF1210,IF,300,张,1,指数点,0.2指数点,现金交割,20120820,20121019,201210,20121019
IM2208.CFX,IM2208,CFFEX,IM2208,IM,200,张,1,指数点,0.2指数点,现金交割,20220722,20220819,202208,20220819
IM2209.CFX,IM2209,CFFEX,IM2209,IM,200,张,1,指数点,0.2指数点,现金交割,20220722,20220916,202209,20220916
IM2212.CFX,IM2212,CFFEX,IM2212,IM,200,张,1,指数点,0.2指数点,现金交割,20220722,20221216,202212,20221216
IM2303.CFX,IM2303,CFFEX,IM2303,IM,200,张,1,指数点,0.2指数点,现金交割,20220722,20230317,202303,20230317
IF1306.CFX,IF1306,CFFEX,IF1306,IF,300,张,1,指数点,0.2指数点,现金交割,20121022,20130621,201306,20130621
TF1503.CFX,TF1503,CFFEX,TF1503,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20140616,20150313,201503,20150318
IC1908.CFX,IC1908,CFFEX,IC1908,IC,200,张,1,指数点,0.2指数点,现金交割,20190624,20190816,201908,20190816
IF1908.CFX,IF1908,CFFEX,IF1908,IF,300,张,1,指数点,0.2指数点,现金交割,20190624,20190816,201908,20190816
IH1908.CFX,IH1908,CFFEX,IH1908,IH,300,张,1,指数点,0.2指数点,现金交割,20190624,20190816,201908,20190816
IF1111.CFX,IF1111,CFFEX,IF1111,IF,300,张,1,指数点,0.2指数点,现金交割,20110919,20111118,201111,20111118
IC2603.CFX,IC2603,CFFEX,IC2603,IC,200,张,1,指数点,0.2指数点,现金交割,20250721,20260320,202603,20260320
IH2601.CFX,IH2601,CFFEX,IH2601,IH,300,张,1,指数点,0.2指数点,现金交割,20251124,20260116,202601,20260116
IC1505.CFX,IC1505,CFFEX,IC1505,IC,200,张,1,指数点,0.2指数点,现金交割,20150416,20150515,201505,20150515
IF1008.CFX,IF1008,CFFEX,IF1008,IF,300,张,1,指数点,0.2指数点,现金交割,20100621,20100820,201008,20100820
IF1410.CFX,IF1410,CFFEX,IF1410,IF,300,张,1,指数点,0.2指数点,现金交割,20140818,20141017,201410,20141017
T2506.CFX,T2506,CFFEX,T2506,T,10000,张,1,人民币元,0.005人民币元,实物交割,20240918,20250613,202506,20250618
TF1403.CFX,TF1403,CFFEX,TF1403,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20130906,20140314,201403,20140319
TF2212.CFX,TF2212,CFFEX,TF2212,TF,10000,张,1,人民币元,0.005人民币元,实物交割,20220314,20221209,202212,20221214
IM2604.CFX,IM2604,CFFEX,IM2604,IM,200,张,1,指数点,0.2指数点,现金交割,20260225,20260417,202604,20260417
IF2409.CFX,IF2409,CFFEX,IF2409,IF,300,张,1,指数点,0.2指数点,现金交割,20240122,20240920,202409,20240920
IC2412.CFX,IC2412,CFFEX,IC2412,IC,200,张,1,指数点,0.2指数点,现金交割,20240422,20241220,202412,20241220
IF2308.CFX,IF2308,CFFEX,IF2308,IF,300,张,1,指数点,0.2指数点,现金交割,20230619,20230818,202308,20230818
IM2408.CFX,IM2408,CFFEX,IM2408,IM,200,张,1,指数点,0.2指数点,现金交割,20240624,20240816,202408,20240816
IC1601.CFX,IC1601,CFFEX,IC1601,IC,200,张,1,指数点,0.2指数点,现金交割,20151123,20160115,201601,20160115
IC2602.CFX,IC2602,CFFEX,IC2602,IC,200,张,1,指数点,0.2指数点,现金交割,20251222,20260224,202602,20260224
IC2203.CFX,IC2203,CFFEX,IC2203,IC,200,张,1,指数点,0.2指数点,现金交割,20210719,20220318,202203,20220318
IF2203.CFX,IF2203,CFFEX,IF2203,IF,300,张,1,指数点,0.2指数点,现金交割,20210719,20220318,202203,20220318
IH2203.CFX,IH2203,CFFEX,IH2203,IH,300,张,1,指数点,0.2指数点,现金交割,20210719,20220318,202203,20220318
IF1508.CFX,IF1508,CFFEX,IF1508,IF,300,张,1,指数点,0.2指数点,现金交割,20150623,20150821,201508,20150821
IC2605.CFX,IC2605,CFFEX,IC2605,IC,200,张,1,指数点,0.2指数点,现金交割,20260323,20260515,202605,20260515
TSL.CFX,TSL,CFFEX,2年期国债期货当季连续,TS,,,,,,,,,,
TSL1.CFX,TSL1,CFFEX,2年期国债期货下季连续,TS,,,,,,,,,,
TSL2.CFX,TSL2,CFFEX,2年期国债期货隔季连续,TS,,,,,,,,,,
TS.CFX,TS,CFFEX,CFFEX2年期国债期货,TS,,,,,,,,,,
IF.CFX,IF,CFFEX,沪深300期货,IF,,,,,,,,,,
IH.CFX,IH,CFFEX,上证50期货,IH,,,,,,,,,,
T.CFX,T,CFFEX,CFFEX10年期国债期货,T,,,,,,,,,,
IC.CFX,IC,CFFEX,中证500期货,IC,,,,,,,,,,
TF.CFX,TF,CFFEX,CFFEX5年期国债期货,TF,,,,,,,,,,
IM.CFX,IM,CFFEX,中证1000期货,IM,,,,,,,,,,
IML.CFX,IML,CFFEX,中证1000期货当月连续,IM,,,,,,,,,,
IML1.CFX,IML1,CFFEX,中证1000期货次月连续,IM,,,,,,,,,,
IML2.CFX,IML2,CFFEX,中证1000期货当季连续,IM,,,,,,,,,,
IFL.CFX,IFL,CFFEX,沪深300期货当月,IF,,,,,,,,,,
IFL1.CFX,IFL1,CFFEX,沪深300期货次月,IF,,,,,,,,,,
IFL2.CFX,IFL2,CFFEX,沪深300期货当季,IF,,,,,,,,,,
IFL3.CFX,IFL3,CFFEX,沪深300期货下季,IF,,,,,,,,,,
TFL.CFX,TFL,CFFEX,5年期国债期货当季连续,TF,,,,,,,,,,
TFL1.CFX,TFL1,CFFEX,5年期国债期货下季连续,TF,,,,,,,,,,
TFL2.CFX,TFL2,CFFEX,5年期国债期货隔季连续,TF,,,,,,,,,,
TL.CFX,TL,CFFEX,10年期国债期货当季连续,T,,,,,,,,,,
TL1.CFX,TL1,CFFEX,10年期国债期货下季连续,T,,,,,,,,,,
